business_id,cool,date,funny,review_id,stars,type,useful,user_id
U9KR7K5cdKy5kOr7UsG6EA,0,2014-07-21,0,m09aA3b4It6Vo0dyXJXFwA,5,review,1,135DbbQnr3BEkQbBzZ9T1A
U9KR7K5cdKy5kOr7UsG6EA,8,2014-09-05,6,I44Iv7d_cNnHeAxNt_-qKw,5,review,10,Ic6-gs1_FjrWGx6JIr95Mw
U9KR7K5cdKy5kOr7UsG6EA,1,2013-04-21,0,ahP1CjBIh4vwQtw9WtWL1g,5,review,0,67IMqiMGTTlobnDMEWszmw
U9KR7K5cdKy5kOr7UsG6EA,0,2012-12-27,0,-rQxvUFnyr1l6J3-XdS28Q,5,review,1,Qb0ZfVOe33QVjNHGoGBabg
U9KR7K5cdKy5kOr7UsG6EA,1,2014-11-25,1,Xh8h1o8nTDwec1yMiZsHDA,5,review,3,0EhPIlDozxGKpbbHRr6vZg
U9KR7K5cdKy5kOr7UsG6EA,0,2013-04-15,0,7panVBzxgD5T3Hu0HgyQ9A,5,review,0,M9TjYmTgHayJ22cNkyvW_g
Yx7nuv4EVV-99PT1oR2AKw,2,2016-09-04,3,mSx-rmlEfr2gtkllYGr-ow,3,review,1,cCke3VtFLtqgzkgYSrSE2g
Yx7nuv4EVV-99PT1oR2AKw,0,2013-06-05,1,1GtFTr8NwR2PNHARTFwvsQ,1,review,0,iH_fFp5HO4DI1DmZM4vQcA
Yx7nuv4EVV-99PT1oR2AKw,3,2015-11-12,1,Wn7TzjQRcVzDfcuu1VEOOA,3,review,4,Ua-4uhdy1iZhvrQ2oWWkUg
Ou1eo0K1F3AReNg2Z3kjYQ,0,2016-02-24,0,WQYKiq_7vgqv-w0g8S3BtQ,5,review,0,O__X_Mr0pHGcG7l1zK7h2g
EzcrB9DhKtezASq7fZ6ZyA,10,2015-07-03,8,rHm3dzOVz-xWiAQTu8bU9Q,2,review,13,135DbbQnr3BEkQbBzZ9T1A
nEM2L6X1lp0H44DwTTLy0Q,6,2011-06-06,7,Ey8PEVfGzCPkKGIcd3iCzg,5,review,7,rCWrxuRC8_pfagpchtHp6A
nEM2L6X1lp0H44DwTTLy0Q,0,2014-08-28,0,zcISIGwH9xLdFctOMoaOWw,5,review,0,xsZ4s7a4MaBIh48MdMkkPw
nEM2L6X1lp0H44DwTTLy0Q,2,2013-05-04,0,0U3ffik_8ea8eQk80IdGTg,5,review,0,E8w6O_CXuluNeo4K1JMIbQ
nEM2L6X1lp0H44DwTTLy0Q,6,2015-06-19,4,CbL2QeeakGiPvZbdUPoj0w,4,review,8,d0D7L-vfQDIADolnPAcb9A
nEM2L6X1lp0H44DwTTLy0Q,4,2016-06-01,0,uQpw6C90200tmq0nXQNx5A,2,review,2,6KUA3-IfHoAhQ3FL2djQoQ
pvcavm_yprIRBAT24JiTRQ,0,2013-08-28,0,0u2p9R0HaV3Ku_xPSQFLyQ,4,review,0,vInhYl7i3v9UsYkmcm_ZUA
pvcavm_yprIRBAT24JiTRQ,0,2011-07-10,0,plcMveEh-Y7_60ho2nP3YA,3,review,1,rnfgjemszUlQx6U_-PO63w
cF94J7DhVdKWGMkDYmgyxQ,15,2012-06-02,11,Q3ooca6NIUOBNYtOOE1doA,5,review,14,rCWrxuRC8_pfagpchtHp6A
cF94J7DhVdKWGMkDYmgyxQ,1,2013-06-07,1,8_6NFIdHSjgjPLdEn-lPvQ,3,review,1,V7uS5US4oTf-S9u36HJQCQ
cF94J7DhVdKWGMkDYmgyxQ,1,2014-11-19,0,7WIADGFutN67kl_XjliueA,5,review,1,-ARdx8hOcEWlMDjzwLYZ_g
cF94J7DhVdKWGMkDYmgyxQ,1,2014-04-19,0,WfyzV40ql93quSs-Wl4fzA,5,review,0,pr8_C12oHakeNB4ZPp_dig
nEM2L6X1lp0H44DwTTLy0Q,0,2012-07-20,0,M-CSjFoFWUZzS7S2C0_Y9Q,5,review,0,eiiS0rrIN6orvf4PmsKe-Q
fYvGO1IYAmGpSYlSY6VlYg,0,2009-08-03,0,D1WKjugsXq28Rt2qG5AXMw,5,review,0,iNV_dTKaxit6ZkvbRfERdQ
fYvGO1IYAmGpSYlSY6VlYg,5,2011-03-08,5,gk4zNga8QNI0vTy-raKCRg,2,review,6,BjtJ3VkMOxV2Lan037AFuw
fYvGO1IYAmGpSYlSY6VlYg,0,2010-05-31,0,ersOg-Kdg2MvismzzJrTeA,2,review,1,-Vu7L3U7-kxDyY1VHxw3zw
ay8R8W91B7Mm-dv4O6apEg,2,2016-05-12,0,1Y9KORn3Zic3-nWVsIOOmQ,4,review,0,7qGe49__QqCpk8ZYOm7W8w
ay8R8W91B7Mm-dv4O6apEg,2,2012-07-14,0,N-G84NC9ebcaZPa35CAIMg,4,review,2,_fpHwIiEJOp79qED9YSE7Q
ay8R8W91B7Mm-dv4O6apEg,0,2013-10-04,0,twyOvifxB6pNfmMH9b6QqQ,3,review,0,8AwcaBJjiMpQ__FPxktwwQ
ay8R8W91B7Mm-dv4O6apEg,11,2014-01-17,8,nbDE_m7uq_7j4z2B0omgTg,4,review,10,Ic6-gs1_FjrWGx6JIr95Mw
w2tr0PA0b3tg8pId0kjM-A,0,2014-11-11,0,2HTMPY4ANF0yyLR6kBtyIg,4,review,1,BkMqpJikNc3r5itc-ui6ww
w2tr0PA0b3tg8pId0kjM-A,2,2016-04-26,0,BGJkweWFwNwU3op7WbCVWg,4,review,2,DeXKbQYNx52OlOizobOLJw
w2tr0PA0b3tg8pId0kjM-A,0,2016-05-03,0,aqeHrby6fNthyvJZv1qhJA,4,review,1,dhQOA8-FdpA6D0hNhXEYIw
w2tr0PA0b3tg8pId0kjM-A,0,2013-10-10,0,V43uf5lZcYvmLeymB3F3Kw,5,review,1,5wVLW7EhvHaKoYy3tRhfrg
w2tr0PA0b3tg8pId0kjM-A,0,2014-05-23,0,z7wDhWhskYuV7CMHXjKpMQ,3,review,2,2JjI8DCyrpabtg36iL5lrw
w2tr0PA0b3tg8pId0kjM-A,7,2015-11-10,1,34VeDmMCJf-zMWUnY_nrxg,4,review,13,kb36ZHxGLdPU5p63Mj5u4w
w2tr0PA0b3tg8pId0kjM-A,1,2016-09-04,0,aR2NOMf5AYgiecCsl1Dl9Q,3,review,2,cCke3VtFLtqgzkgYSrSE2g
w2tr0PA0b3tg8pId0kjM-A,1,2013-09-02,3,54hBE9OYUqETNLuHMI13KA,4,review,5,tGx9-4LpdahotPuNuVfNVQ
w2tr0PA0b3tg8pId0kjM-A,0,2015-03-09,0,dxSSTIKTa_JMUKXsOtVphw,4,review,0,Figs8mO8s_aPRq2W7W0cYQ
w2tr0PA0b3tg8pId0kjM-A,1,2013-10-12,1,oVcOkFCqeAosLH1mo3e8IA,3,review,0,B7aR8VlLMGzaJ7NHC-jeMQ
w2tr0PA0b3tg8pId0kjM-A,0,2013-11-17,0,2CbbWX0qAy5WgcZq5uQHRw,5,review,0,xsZ4s7a4MaBIh48MdMkkPw
w2tr0PA0b3tg8pId0kjM-A,85,2015-09-12,61,Op8Cp4au7F19VZ4b4MMjSw,4,review,85,6tbXpUIU6upoeqWNDo9k_A
w2tr0PA0b3tg8pId0kjM-A,0,2015-08-16,0,X6zZ_6hvgKiWS_ohId0cUw,4,review,2,YE54kKTuqJJPNYWIKIpOEQ
w2tr0PA0b3tg8pId0kjM-A,1,2013-09-11,0,AP6EVLGUlGGUqzU-0U20kg,4,review,2,2ZZNOoMQ7WFvFoxDUFw1wg
w2tr0PA0b3tg8pId0kjM-A,0,2014-07-26,0,bHfqeLw5WFlgQEVr1cKFPQ,4,review,0,6Ki3bAL0wx9ymbdJqbSWMA
w2tr0PA0b3tg8pId0kjM-A,4,2013-10-17,0,ZCHjQ2pzJkFDdD8MNkwkwg,4,review,4,TsBUWbhRhuiEMXb56kL0Cg
w2tr0PA0b3tg8pId0kjM-A,0,2016-01-12,0,xpgKJ5deCBeXPq8r1BiYkg,4,review,1,cpx_JVTZpG92PZFjMB65GA
w2tr0PA0b3tg8pId0kjM-A,0,2016-08-11,0,iOf4bLTShS4Qp2OnTy-bvA,4,review,1,X0ThBT2nXkeEFzd7RSuy6Q
w2tr0PA0b3tg8pId0kjM-A,8,2016-03-02,4,7nMLSvrich9E77eVmCSG9Q,5,review,10,V7uS5US4oTf-S9u36HJQCQ
w2tr0PA0b3tg8pId0kjM-A,3,2013-10-27,2,sgmEznDIy5nqxCt6kSlStA,4,review,6,H5d_nFqzwrREE-YduK2ABg
w2tr0PA0b3tg8pId0kjM-A,0,2014-11-08,0,zdILKPUQCTGI6MMVuBQstg,3,review,1,KjICLea-emdY7W6pswFq2w
w2tr0PA0b3tg8pId0kjM-A,11,2015-12-09,7,yDsYdNXmCNMfoEk9VPeqyA,3,review,25,135DbbQnr3BEkQbBzZ9T1A
w2tr0PA0b3tg8pId0kjM-A,0,2013-10-15,0,I0pibwLM0mwFivPcv-5B5g,4,review,0,7bymkn2vy7QV2ry9TDWraw
w2tr0PA0b3tg8pId0kjM-A,0,2014-10-14,0,pi1KM1tJIwCO5FKgb5PZhA,5,review,0,d5D9eOFybFnmoD7UbkYNLA
w2tr0PA0b3tg8pId0kjM-A,1,2013-12-29,1,XinzQViIW0nfcFruOUrJOg,2,review,1,GvHK50CjK0Fr9i3YAM6gAA
w2tr0PA0b3tg8pId0kjM-A,0,2014-04-08,0,K352bP-s5L_1AP9JY9A_qg,5,review,0,fhAk9y00oF5yvXwn8gl3JQ
w2tr0PA0b3tg8pId0kjM-A,0,2015-04-01,0,-pIeDh_spVqSV7aO68AVGw,3,review,2,g23xx_BkRti4H-zmbhnEKg
w2tr0PA0b3tg8pId0kjM-A,3,2015-03-10,1,Iz4akKBO4JeDispferoukQ,5,review,4,5JVY32_bmTBfIGpCCsnAfw
w2tr0PA0b3tg8pId0kjM-A,0,2014-04-25,0,gAaw9LSgqPZ4lVA5VQquOg,3,review,0,rpK40ZN2rNFJLhfdlQqS-Q
w2tr0PA0b3tg8pId0kjM-A,0,2014-10-06,0,8jNNpZZKe1gRBOWn8KH5xw,2,review,0,CMjjwZ43THQpVS9VwbpWOw
w2tr0PA0b3tg8pId0kjM-A,0,2013-10-03,0,u5RFgp659eHLQ0GHvU2X8w,3,review,1,8cxlAgkDaQk5hYPZhTQe5w
w2tr0PA0b3tg8pId0kjM-A,1,2013-09-26,0,K8rq4g6Sn8nsTf24qcQrrQ,4,review,1,kXt6tPSGLWhWTiXO7XPjuA
w2tr0PA0b3tg8pId0kjM-A,1,2013-09-28,0,QqimTjLhu7yp8tJQ041WHQ,4,review,1,sojahxvBW9US8kA9sWy-uQ
w2tr0PA0b3tg8pId0kjM-A,2,2016-03-20,2,f1iTNOn77sCtlk14_i7MfA,4,review,3,JDvHUZmWy_cYe-j76gZOXQ
w2tr0PA0b3tg8pId0kjM-A,1,2014-01-10,1,koqi4by4EXE0GVUbcqDj4w,3,review,1,4m9NXICYBC5i9t4aTt-I6w
w2tr0PA0b3tg8pId0kjM-A,0,2014-08-27,0,HBWzaKT72nqe7tl-gl06mA,3,review,1,NnrCwpS1i5mZtkGGzmIk0g
w2tr0PA0b3tg8pId0kjM-A,0,2013-09-12,0,Vzdu5xl7V0_vVpUThW1Ejg,3,review,0,_Pn-EmWO-pFPFg81ZIEiDw
w2tr0PA0b3tg8pId0kjM-A,11,2016-03-25,8,2fAGXAword_TwLzW8zGurw,5,review,19,Ic6-gs1_FjrWGx6JIr95Mw
w2tr0PA0b3tg8pId0kjM-A,0,2013-12-31,0,y9n1UOYMet99p9DqwIHsEg,4,review,2,V4Yx_l2ksyVVs1qm_STstQ
w2tr0PA0b3tg8pId0kjM-A,0,2015-01-25,0,OkXHUsJqatXBp9FfkrCgZw,5,review,1,MoFYvOoufOMyVTmUFAhRxQ
w2tr0PA0b3tg8pId0kjM-A,1,2016-05-16,0,wAXz0ghiaMdQrS0c-T9Seg,5,review,1,CIKD9oMj-qTZ3zDdgFW5_Q
w2tr0PA0b3tg8pId0kjM-A,0,2014-08-21,0,-xSaGB6ET1BqPVj-WvOcoA,4,review,0,lt_-V_6_l_wJ8gM8d8J7WQ
w2tr0PA0b3tg8pId0kjM-A,0,2016-09-02,0,vKqRvrRdYjUCfTipp-SaLg,5,review,1,lUWOUW3gI7Hp75vZJbA_uA
w2tr0PA0b3tg8pId0kjM-A,0,2014-08-29,0,vR5Hppx__U_VXObK8VPLOw,5,review,0,91koVXu54Y6tIiZKKxVmrw
w2tr0PA0b3tg8pId0kjM-A,1,2014-04-05,0,vzjNHQz0kYnj_5fQO8amtw,3,review,1,Ahl7wBbav9ZoBrvwi3vyew
w2tr0PA0b3tg8pId0kjM-A,3,2014-02-22,0,vGJbMmL1JJbYEMHVAaPLQA,4,review,3,SqVUNVeYJblyoUz4e-Fiqw
w2tr0PA0b3tg8pId0kjM-A,1,2013-10-17,1,6qAJ8MeiNnnIbWUENrYB0A,2,review,3,M9MXoSsb193m1g0QmmUYBQ
w2tr0PA0b3tg8pId0kjM-A,1,2014-03-22,0,XXxigdELIVmsuZWVj9P5MQ,2,review,4,7aaA3Z0i7_XmjQWkamPlmQ
w2tr0PA0b3tg8pId0kjM-A,1,2014-05-15,0,7_ymdXKEbYKWlZYNB3FOTQ,4,review,1,N7NnC6-q0O-Gq2n_7YJkNg
w2tr0PA0b3tg8pId0kjM-A,0,2014-02-28,0,s3Br2qhHCD1wsem5RmbuUw,3,review,1,vZJlNHfH0GFuIzI2qmSxIg
w2tr0PA0b3tg8pId0kjM-A,1,2015-11-03,1,Td_ErvjwT6c2iK6MzDMjtQ,2,review,1,42aIqqLHAJeQRMVwZKcFdA
w2tr0PA0b3tg8pId0kjM-A,0,2013-10-20,0,nF8eVHWWSgNtl2VRoB3SYA,2,review,3,g7S7fGfZC9ow_wIsK848MA
w2tr0PA0b3tg8pId0kjM-A,1,2013-11-25,1,sxfKZEiX83Mw_Lj5EZSZFw,5,review,1,LMl9Z43ZVPh5wrz4LeYd6Q
w2tr0PA0b3tg8pId0kjM-A,0,2013-10-16,0,h35D1HHd8jPlizx4APz8_A,5,review,0,wRkwhPrRnPuDXw8SG7xLkQ
w2tr0PA0b3tg8pId0kjM-A,3,2013-10-21,2,KJNhYHvPvyFC7Uw5vATlzA,5,review,3,F3lu1icxJX5A5tCw-jVpTg
w2tr0PA0b3tg8pId0kjM-A,0,2015-06-26,0,cxy-J4ubT7ngrXvoV7FgdA,5,review,1,eJbN3c794MNnV5cKHBoTnQ
fjtmOAoiJdMCFFzrkEJESg,0,2015-12-19,0,V_Edsdz7rPD8pFIzatu7xA,4,review,0,5JVY32_bmTBfIGpCCsnAfw
1o3N4PiPI-fHnJnh-U85iw,2,2015-02-18,0,9b2impk1pPvZ5ADA6Pcu6Q,4,review,1,U92V-gp13uMZL-sl_naTHA
1o3N4PiPI-fHnJnh-U85iw,0,2014-01-13,0,e9zorp-ve-mdaAm2E-bFrQ,4,review,1,cCke3VtFLtqgzkgYSrSE2g
1o3N4PiPI-fHnJnh-U85iw,0,2013-02-10,0,DEqPqAysBpuLoNXbEZn1GQ,2,review,0,hLVq7VSJBHZwqurwWoCmpg
T8_NXVNymIRXsI7AcWgBcQ,0,2015-05-08,0,XvgcTta6y1gyFfzFT2TAnw,4,review,1,ftUrNSpxUr8eWCyOlsZVgg
T8_NXVNymIRXsI7AcWgBcQ,0,2017-01-15,0,AEF7YfcdEfO7GLGLt7hO8w,5,review,0,aoJ7B4HPlugEf4R4QPLbog
T8_NXVNymIRXsI7AcWgBcQ,6,2016-11-18,2,jFoUyNPdNqL1T-iT3_eXbA,5,review,6,fmzIm7RxEdii5Jz44PtO7g
T8_NXVNymIRXsI7AcWgBcQ,1,2014-09-26,0,v0eRj3Dwv2b3ZVEh7nFZBA,5,review,1,M9TjYmTgHayJ22cNkyvW_g
T8_NXVNymIRXsI7AcWgBcQ,1,2016-10-02,0,EAZY9X6iFGp9i-NjRA9Ykg,4,review,1,HgeE8guC565OELCyWLmY6w
N_k0rBm3OcJlAexLlhGRiw,6,2011-11-12,7,J8HeQ2ghLuQvOXkApytEIQ,3,review,7,rCWrxuRC8_pfagpchtHp6A
N_k0rBm3OcJlAexLlhGRiw,1,2012-11-04,0,e68fvqOr0cVtfF4CPRjtmw,3,review,2,nOcP-0PIg4REFX4JeR49aw
N_k0rBm3OcJlAexLlhGRiw,0,2011-05-16,1,_yq9FsiCnsrKYWAPzenXVw,3,review,1,Lfv4hefW1VbvaC2gatTFWA
N_k0rBm3OcJlAexLlhGRiw,2,2012-03-02,1,QwWZ_SgDgdveIrid3tXg8w,3,review,3,UsmTxWbobLsI6WR1Db0W7A
N_k0rBm3OcJlAexLlhGRiw,1,2010-04-05,0,uwR4JxkYLySz3QtoPzVvug,3,review,1,vaNvEgtznFwSPDNkbM7hjA
r1bQO_ChWm3amIfTsRbO-g,1,2013-03-04,1,9ZOr7Ph8txLO89AJi1XZ2Q,3,review,1,V7uS5US4oTf-S9u36HJQCQ
r1bQO_ChWm3amIfTsRbO-g,0,2014-02-13,0,9yn66SmPIhnsOLmSAnAQng,4,review,0,pr8_C12oHakeNB4ZPp_dig
CwtjAViLdvXurW67H-7G3Q,3,2016-05-08,0,sw4qEfkxGhmsoHLR9yk-cg,5,review,4,2jKzO_01d12oiu-2bOYcYg
CwtjAViLdvXurW67H-7G3Q,0,2016-08-31,0,58LxNvBwUzUrZznMjDpfxw,4,review,0,6Ki3bAL0wx9ymbdJqbSWMA
CwtjAViLdvXurW67H-7G3Q,0,2014-04-24,0,o6kI3aCSejLNVXBwGTBdeA,4,review,1,YA-caxALI4C-eCiSM97new
CwtjAViLdvXurW67H-7G3Q,0,2012-08-23,0,8X0n9v0M8NHUwxsQZvX09w,4,review,1,V7uS5US4oTf-S9u36HJQCQ
CwtjAViLdvXurW67H-7G3Q,1,2014-12-10,0,XxLz4lz9JdIx-vilN0pj6w,5,review,2,z2YVGKKcup6mjQmDQ6arEg
CwtjAViLdvXurW67H-7G3Q,0,2012-08-23,0,nnYA4IzBw8KTicUDTOoCzg,4,review,1,TkFcPIHDPx43OqnqZ_ElPQ
CwtjAViLdvXurW67H-7G3Q,1,2012-07-29,3,GTPwxtLH3X11pdCdts1ZjQ,5,review,4,JiPMk9WmbJu-VfTRAKpZpw
9toyHY_tXx4eenp8Oxmmsg,0,2013-06-20,0,ZJZhcVLXVRuTNfUAE9S1Sw,3,review,1,cCke3VtFLtqgzkgYSrSE2g
9toyHY_tXx4eenp8Oxmmsg,0,2016-10-13,0,kLJuSo7qO5KhrrdzmX4POw,3,review,0,hHFSpKcnDtJOs6M-JKFZ8Q
9toyHY_tXx4eenp8Oxmmsg,0,2015-10-08,0,quudO5KqlAleTF3yOg29WQ,4,review,0,3FjdHwnoz-vfw6hBBtckqg
9toyHY_tXx4eenp8Oxmmsg,0,2015-05-08,0,P2n4NDfU9JQ6kklUXgQsCA,2,review,1,JiPMk9WmbJu-VfTRAKpZpw
9toyHY_tXx4eenp8Oxmmsg,0,2014-09-17,0,A5BW5sK9sMmvzDFHtccCZQ,4,review,1,d0D7L-vfQDIADolnPAcb9A
CwtjAViLdvXurW67H-7G3Q,8,2015-02-24,4,P9n8LXq7eWFxyfdddJAfVg,3,review,7,Ic6-gs1_FjrWGx6JIr95Mw
CwtjAViLdvXurW67H-7G3Q,1,2012-06-23,0,NVJjo-Z4VvQlo8TnS1tTIg,5,review,1,hLVq7VSJBHZwqurwWoCmpg
o5yYfL5EPfyCMeKWnKPk3A,0,2015-03-10,0,YJkT4NxBB9m_zHX_s3Fg6Q,3,review,0,Figs8mO8s_aPRq2W7W0cYQ
o5yYfL5EPfyCMeKWnKPk3A,0,2014-01-22,0,YAuu_fmBwoI635MisZ_BYA,3,review,0,xsZ4s7a4MaBIh48MdMkkPw
o5yYfL5EPfyCMeKWnKPk3A,1,2014-01-26,2,4Hjq1v3keXLEOAzjv2aVxw,3,review,3,V7uS5US4oTf-S9u36HJQCQ
o5yYfL5EPfyCMeKWnKPk3A,0,2012-12-26,0,CVuu0fNZxPlnaxRdgDRn4g,4,review,0,q8KqAeTX26wyIO5Z1x3dTw
o5yYfL5EPfyCMeKWnKPk3A,0,2013-02-02,0,wL8AX1MREZbDN5axr03A7g,1,review,1,E8w6O_CXuluNeo4K1JMIbQ
o5yYfL5EPfyCMeKWnKPk3A,0,2016-06-13,0,w102oF2kpd1aKDUrBqgaDQ,2,review,1,wrUYC0wc987XBBAoskOCHA
o5yYfL5EPfyCMeKWnKPk3A,0,2014-11-12,0,s4z6XiN5mY8mityJKmzMMQ,3,review,1,JiPMk9WmbJu-VfTRAKpZpw
o5yYfL5EPfyCMeKWnKPk3A,3,2016-07-16,1,QVsw5CwYOb6P8uzq2AINNg,1,review,3,6KUA3-IfHoAhQ3FL2djQoQ
wNnPxpAOCBk2N1KTJ2PDCw,5,2010-08-04,9,YLFJZcGgNSrrHFHbJ2QvTw,2,review,9,rCWrxuRC8_pfagpchtHp6A
wNnPxpAOCBk2N1KTJ2PDCw,0,2009-07-26,0,VZ8vIgNudYGC86sgcmm2Lw,5,review,1,iNV_dTKaxit6ZkvbRfERdQ
wNnPxpAOCBk2N1KTJ2PDCw,0,2008-09-01,0,hYzNac3M2TmMNmdcqjh3sw,5,review,0,5sPUDsdIxNNGfjsLrdLuCA
wNnPxpAOCBk2N1KTJ2PDCw,0,2008-12-02,0,g-BUcMNFE9nAmv8qZtbIGg,4,review,0,BWFF5dX7oE5F-IB8hc36Kg
wNnPxpAOCBk2N1KTJ2PDCw,0,2009-10-11,0,9mP4a4WvJkMUM7r77fuYDQ,2,review,0,7bymkn2vy7QV2ry9TDWraw
wNnPxpAOCBk2N1KTJ2PDCw,0,2012-09-26,0,JES6qwqv0XO6kvkycZNe3w,4,review,0,_C9Jcmli0jGeRm-Mdwr3iw
wNnPxpAOCBk2N1KTJ2PDCw,2,2012-07-28,3,JBJnAap7faAuXLDmI1eY8A,4,review,3,GMKoemATfrXg1deaXxt2jA
wNnPxpAOCBk2N1KTJ2PDCw,0,2011-04-03,0,m39wSiMuyi6oaPw6XBegxQ,4,review,0,BTKtAXjPHjH5B3xuT4uiIw
wNnPxpAOCBk2N1KTJ2PDCw,0,2011-06-29,0,mMeFgz4tO2PnGFuHKiCrFw,3,review,0,57tf_RmT5o3BiFj2gpV-Jg
wNnPxpAOCBk2N1KTJ2PDCw,0,2011-02-24,0,4P5Uq1yzRmgVjt4x6fkqvA,3,review,2,knDrH7HggUkpMSO92bzJLQ
